date,headline,sub-headline
6/6/18,"Kate Spade, Whose Handbags Carried Women Into Adulthood, Is Dead at 55","Ms. Spade built a brand on the appeal of clothes and accessories that made women smile. Her name became a shorthand for the cute, clever bags that were an instant hit."
6/6/18,Gavin Newsom and John Cox to Compete in California Election for Governor,"The candidates, who edged out the former Los Angeles mayor Antonio Villaraigosa, are likely to battle over President Trump this fall. Democrats were in tight races in several Republican-held House districts."
6/7/18,Democrats Strengthen House Takeover Prospects in Primary Voting,"The Democratic Party skirted disaster in California and lined up likely gains in New Jersey, but Republicans saw some bright signs as well."
6/7/18,Paul Ryan Dismisses Trump ‘Spy’ Charge as G.O.P. Shows Signs of Resistance,Speaker Paul D. Ryan backed Representative Trey Gowdy in dismissing President Trump’s assertion that the F.B.I. inserted a “spy” into his campaign.
6/7/18,Kim Jong-un’s Image Shift: From Nuclear Madman to Skillful Leader,Can someone change so quickly? A summit meeting with President Trump will test the North Korean leader’s radical transformation.
6/7/18,U.S. Diplomats Evacuated in China as Medical Mystery Grows,"The illnesses have broadened a crisis that started in 2016, when American Embassy employees and their family members in Cuba began getting sick after hearing strange noises."
6/8/18,Anger Flares as G-7 Heads to Quebec,"President Trump will skip most of the second day of the Group of 7 summit meeting with allies this weekend, the White House said late Thursday."
6/8/18,Trump Strikes Deal to Save China’s ZTE as North Korea Meeting Looms,The Chinese telecommunications company has been at the center of a wide-ranging and complex trade dispute between Washington and Beijing.
6/8/18,The Chemical Industry Scores a Big Win at the E.P.A.,"The agency has decided that it will not look at air, water or ground contaminants when it determines the health and safety risks of potentially toxic chemicals."
6/8/18,The Most Powerful Conservative Couple You’ve Never Heard Of,"Liz and Dick Uihlein, founders of the shipping supply giant Uline, have spent some $26 million this year alone, seeking to advance conservative causes anywhere they can."
6/9/18,"Trump Attends G-7 with Defiance, Proposing to Readmit Russia","President Trump’s proposal on Russia further stirred tension with America’s allies over trade, Iran and the president’s sharp-edged foreign policy."
6/9/18,Mueller Adds Obstruction Charge on Manafort and Indicts His Right-Hand Man,"Paul Manafort’s longtime associate, Konstantin V. Kilimnik, is suspected of having ties to Russian intelligence. Prosecutors say the two men tried to tamper with witnesses."
6/9/18,Trump’s New Plan to Dismantle Obamacare Comes With Political Risks,The Justice Department’s challenge of the constitutionality of major parts of the law imperils popular protections for people with pre-existing medical conditions.
6/9/18,Anthony Bourdain Was a Teller of Often Unappetizing Truths,"In his frank voice, the writer and TV personality shined a light into the darker corners of the restaurant world."
6/10/18,Trump Refuses to Sign G-7 Statement and Calls Trudeau ‘Weak’,"In a remarkable pair of acrimony-laced tweets, Mr. Trump threatened to escalate his trade war and derided Canada’s prime minister as “very dishonest.”"
6/10/18,"Trump’s Blasts Upend G-7, Alienating Oldest Allies","With his America First agenda, President Trump has driven a wedge between the United States and its allies, ceding leadership and its seat at the table."
6/10/18,"In the Trump Administration, Science Is Unwelcome. So Is Advice.","As the president prepares for nuclear talks, he lacks a close adviser with nuclear expertise. It’s one example of a marginalization of science in shaping federal policy."
6/10/18,Corruption Gutted South Africa’s Tax Agency. Now the Nation Is Paying the Price.,"Taxes are the lifeblood of any nation, but South Africa’s leaders resisted paying their own, former officials say. Now taxpayers are closing their wallets, too."
6/11/18,"Escalating Clash With Canada, Trump Is Isolated Before North Korea Meeting","Whether Kim Jong-un sees President Trump’s combative approach as a sign of strength or weakness, the rupture with allies was sure to shadow the session between the two in Singapore on Tuesday."
6/11/18,"For All His Deals, Trump Has Never Faced an Adversary Like Kim Jong-un","How President Trump and Mr. Kim — both volatile, thin-skinned and eager never to show weakness — will interact with each other is the great mystery of the summit meeting."
6/11/18,Mexico Could Press Bribery Charges. It Just Hasn’t.,"The government has evidence to go after officials tied to one of the biggest scandals in Latin America, critics say, but it is protecting the governing party."
6/11/18,Trump Upends Global Trade Order Built by U.S.,"The president’s searing criticisms of trade left allies in Canada, Japan and Europe wary of upsetting a global trade order but unwilling to back down."
6/12/18,Trump and Kim See New Chapter for Nations After Summit,"The president and the North Korean leader, Kim Jong-un, signed a document that Mr. Trump called “comprehensive,” though it was short on details."
6/12/18,Sessions Says Domestic and Gang Violence Are Not Grounds for Asylum,The attorney general reversed an immigration appeals court decision granting asylum to a Salvadoran woman whose husband had sexually and physically abused her.
6/12/18,Supreme Court Upholds Ohio’s Purge of Voting Rolls,"The case was the latest battle in a partisan war over how far states can go in imposing all kinds of voting restrictions, including cutbacks on early voting and tough voter ID laws."
6/12/18,"New York City Housing Authority, Accused of Endangering Residents, Agrees to Oversight","Prosecutors also said Nycha covered up its actions, including lying about lead paint in its buildings, potentially poisoning more children than previously believed."
6/13/18,"The Trump-Kim Summit Was Unprecedented, but the Statement Was Vague","President Trump used flattery, cajolery and a slick film in his quest to persuade North Korea’s leader to give up nuclear arms. But he got no guarantees."
6/13/18,"Vague on Details, Trump Is Betting on ‘Special Bond’ With Kim to Deliver Deal","It is a huge gamble, based on the assumption that the force of Mr. Trump’s personality, and the deal-making skills in which he has supreme confidence, will make all the difference."
6/13/18,Unscripted Moments Steal the Show at Trump-Kim Singapore Summit,"A peek inside the presidential limo, a joke about looking thin, a splashy video showing the benefits of peace. The political theatrics were riveting."
6/13/18,AT&T Wins Approval for $85.4 Billion Time Warner Deal in Defeat for Justice Dept.,"The Trump administration had sued to block the AT&T-Time Warner deal, arguing that it would lead to fewer choices and higher prices for consumers."
6/14/18,Trump Sees End to North Korea Nuclear Threat Despite Unclear Path,“Sleep well tonight!” President Trump reassured Americans after returning from the summit meeting. “What planet is the president on?” replied Senator Chuck Schumer.
6/14/18,Republicans in Primaries Absorb Lesson: Cross Trump at Their Peril,"After a series of contests in which loyalty to President Trump was a clear litmus test to voters, Republicans are reckoning with his transformation of the party."
6/14/18,Fed Raises Interest Rates and Signals 2 More Increases Are Coming,"Jerome H. Powell, the Federal Reserve chairman, said the economy had strengthened significantly since the 2008 financial crisis and was approaching a “normal” level."
6/14/18,"Comcast Offers $65 Billion for 21st Century Fox, Challenging Disney","The cable giant’s bid for the bulk of Fox’s businesses sets up a fight with Disney, which has already struck a $52.4 billion deal for Rupert Murdoch’s empire."
6/15/18,Report Criticizes Comey but Finds No Bias in F.B.I. Decision on Clinton,"An inspector general report gives President Trump new ammunition to criticize the F.B.I., but it does not fit into his theory that agents conspired to help Hillary Clinton."
6/15/18,New York Attorney General Sues Trump Foundation After 2-Year Investigation,The scathingly worded lawsuit seeks to dissolve President Trump’s foundation and bar him and his children from nonprofit boards.
6/15/18,"Report Gives Trump an Opening, but Undercuts His Narrative","A 500-page report, the most comprehensive look at the investigation into Hillary Clinton’s use of a private email server, reflected a messier reality than the story line promoted by the White House."
6/15/18,"Inside the Former Walmart That Is Now a Shelter for Almost 1,500 Migrant Children",The converted store in Texas has become the largest migrant children’s shelter in the country — a warehouse for boys who were caught illegally crossing the border.
6/16/18,U.S. and China Expand Trade War as Beijing Matches Trump’s Tariffs,The tariffs on China by the Trump administration shift what has primarily been a war of words between Washington and Beijing into a full-blown trade war.
6/16/18,"Judge Orders Paul Manafort Jailed Before Trial, Citing New Obstruction Charges","Paul Manafort, President Trump’s former campaign chairman, had his bail revoked after he was accused of trying to influence the testimony of two of the government’s witnesses in his case."
6/16/18,Trump Has a Few Things He’d Like to Get Off His Chest,The president said a new Justice Department inspector general report exposed the “scum on top” of the F.B.I. and showed “total bias” against him.
6/16/18,"A Grass-Roots Afghan Peace Movement Grows, Step by Step","Fed up with the relentless bloodshed, dozens of ordinary Afghans brave blistered feet and roadside bombs to carry a message of peace across hundreds of miles."
6/17/18,Just the Fear of a Trade War Is Straining the Global Economy,"As President Trump intensifies trade hostilities, the potential for conflict has begun to disrupt business, sowing worries about global economic growth."
6/17/18,Pregnancy Discrimination Is Rampant Inside America’s Biggest Companies,Many pregnant women have been systematically sidelined in the workplace. They’re passed over for promotions and raises. They’re fired when they complain.
6/17/18,How Trump Came to Enforce a Practice of Separating Migrant Families,"Inside the Trump administration, there is unease about the tactic, but immigration hard-liners like Stephen Miller never gave up on it after the idea was dropped early in Mr. Trump’s term."
6/17/18,"After a President’s Shocking Death, a Suspicious Twin Reshapes a Nation","The 2010 death of Jaroslaw Kaczynski’s brother drove his rise to become undisputed power broker in Poland, a country that has begun to lean away from democracy."
6/18/18,Safety Concerns Grow as Inmates Are Guarded by Teachers and Secretaries,"Trump administration cutbacks have left some prisons short on correctional officers, requiring other workers to step in."
6/18/18,North Korea’s Overture to Jared Kushner,An American businessman who lives in Singapore took advantage of an unusual opening in an administration where matters of policy and business often seem to blur.
6/18/18,"Pentagon Puts Cyberwarriors on the Offensive, Increasing the Risk of Conflict","Until now, the Cyber Command has assumed a largely defensive posture, but in the spring the Defense Department opened the door to nearly daily raids on foreign networks, seeking to head off attacks."
6/18/18,Leading Republicans Join Democrats in Pushing Trump to Halt Family Separations,"While Melania Trump said that “both sides” need to come together to solve the problem, Laura Bush laid responsibility at the feet of the administration."
6/19/18,Trump Resisting a Growing Wrath for Separating Migrant Families,President Trump and members of his cabinet dug their heels in amid a growing outcry over his policy of separating families at the border.
6/19/18,How the Koch Brothers Are Killing Public Transit Projects Around the Country,"In communities across the country, the billionaire conservatives are waging a sophisticated fight against new rail projects and bus routes."
6/19/18,"As Europe’s Liberal Order Splinters, Trump Wields an Ax",Chancellor Angela Merkel of Germany struggled Monday to hold her coalition together. President Trump seemed to take glee in his ally’s troubles.
6/19/18,Mexico’s World Cup Captain Is on a U.S. Blacklist,Rafael Marquez is at his fifth World Cup. But Treasury Department sanctions over what it says are ties to a drug trafficker have scared off sponsors and made for some careful planning.
6/20/18,"G.O.P. Moves to End Trump’s Family Separation Policy, but Can’t Agree How","But President Trump rejected one proposal, by Senator Ted Cruz, to end the separations by increasing personnel in immigration courts, suggesting that many of those judges could be corrupt."
6/20/18,Trump’s Trade War Spooks Markets as White House Waits for China to Blink,"The administration, threatening tariffs on as much as $450 billion worth of goods, believes Beijing has more to lose. Companies, investors and markets are increasingly worried."
6/20/18,Swift Frontier Justice for Migrants Brought to Federal Courts,President Trump’s new policy requiring criminal prosecutions of migrants who illegally cross the border is flooding the court system with a new kind of defendant.
6/20/18,Disability Applications Plunge as the Economy Strengthens,"Fewer people are seeking and receiving Social Security disability benefits, reversing a long trend that had worried lawmakers about fraud and abuse."
6/21/18,"Trump Retreats on Separating Families, but Thousands May Remain Apart","“It is still very early, and we are awaiting further guidance on the matter,” Brian Marriott, the senior director of communications for the Administration for Children and Families."
6/21/18,Republicans Dislike Separating Families. But They Like ‘Zero Tolerance’ More.,"In border states, Republican voters say that whatever sympathy they feel for children separated from parents is complicated by frustration over the flow of undocumented immigrants from Mexico."
6/21/18,"In Trump’s America, the Conversation Turns Ugly and Angry, Starting at the Top",President Trump rails against undocumented immigrants as “murderers and thieves” who want to “infest our country.” Some of his opponents respond with rage.
6/21/18,Trump’s Ace in the Hole in Trade War: A Strong Economy,Accelerating growth has given the administration more leverage over trading partners. But economists warn of potential headwinds beyond this year.
6/22/18,"U.S. Prepares to House Up to 20,000 Migrants on Military Bases","The Pentagon has been assessing whether bases can be used to house both families and children detained at the border, as President Trump criticized what he called “extremist, open-border Democrats.”"
6/22/18,Migrant Parents Wait and Hope for Their Children: ‘I Feel Like I’m Going to Die’,"President Trump’s executive order aimed to halt future separation of migrant families, but parents of children still in detention say they still have no idea how to get them back."
6/22/18,"Melania Trump, Agent of Coat Chaos",Melania Trump’s excursion in her “I Really Don’t Care” jacket did not send a hidden message. It was there for all to see. 
6/22/18,Europe Retaliates Against Trump Tariffs,"The European counterattack, a response to U.S. measures on steel and aluminum, adds another front to a trade war that has engulfed allies and adversaries around the world."
6/23/18,"In Tense Meeting, Trump Officials Debate How to Process Migrant Families",The reality of a vastly complicated bureaucratic system is colliding head-on with President Trump’s shoot-from-the-hip use of executive power.
6/23/18,Why Are Parents Bringing Their Children on Treacherous Treks to the U.S. Border?,"President Trump hopes to deter the flow of migrants into the United States, but near the busy border crossing in Arizona, some said that the threat of separation from their children would not deter them."
6/23/18,"President Trump, Deal Maker? Not So Fast","After 17 months in office, President Trump has yet to seal many major deals on trade, security, health care, immigration or gun control."
6/23/18,"In Ruling on Cellphone Location Data, Supreme Court Makes Statement on Digital Privacy","The 5-to-4 decision, in which the court said a warrant was generally needed to collect troves of the data, has implications for all kinds of personal information held by third parties."
6/24/18,"Is the Border in Crisis? ‘We’re Doing Fine, Quite Frankly,’ a Border City Mayor Says",Federal data show that the immigration crisis that President Trump has cited the past week to justify the separation of families is actually no crisis at all.
6/24/18,What a Trade War With China Looks Like on the Front Lines,How trade disputes play out will vary depending on the product and how hard it is to find a workaround. But tariffs on more countries mean more economic risk.
6/24/18,When an Iowa Family Doctor Takes On the Opioid Epidemic,"Few primary care doctors are willing to do what Nicole Gastala has: endure the challenges of prescribing buprenorphine, a medication for opioid addiction."
6/24/18,"Thermostats, Locks and Lights: Digital Tools of Domestic Abuse","Internet-connected home devices that are marketed as the newest conveniences are also being used to harass, monitor and control."
6/25/18,Erdogan’s Victory in Turkey Election Expands His Powers,"The vote was the first to be held since Turkey narrowly approved a referendum last year to give the president, once a largely ceremonial role, sweeping executive authority."
6/25/18,Trump Calls for Depriving Immigrants Who Illegally Cross Border of Due Process Rights,The president said such immigrants should be sent back immediately without an appearance before a judge.
6/25/18,How an Affair Between a Reporter and a Security Aide Has Rattled Washington Media,The seizure of email records from a Times reporter alarmed First Amendment groups. Her relationship with an intelligence aide set off an ethical debate.
6/25/18,"In a High-Stakes Environmental Whodunit, Many Clues Point to China",Scientists say new production of a banned industrial chemical is damaging the ozone layer. Investigations by The Times and an independent environmental group led to factories in China.
6/26/18,Border Officials Suspend Handing Over Migrant Families to Prosecutors,"Effectively, the Customs and Border Protection commissioner’s decision revives a “catch and release” approach for most families crossing the Mexican border illegally."
6/26/18,Democrats Confront Democrats Over How to Confront Trump,Progressives’ public shaming of Trump administration members in recent days has opened a rift in the party over whether to embrace or discourage such behavior.
6/26/18,How China Got Sri Lanka to Cough Up a Port,A Times investigation into Sri Lanka’s handover of its Hambantota Port starkly illustrates how China turned an ally’s struggles to its strategic advantage.
6/26/18,"Harley-Davidson, Blaming E.U. Tariffs, Will Move Some Production Out of U.S.","The iconic motorcycle manufacturer said that the move was the “only sustainable option” to maintain its business in Europe, an increasingly vital market."
6/27/18,Trump’s Travel Ban Is Upheld by Supreme Court,"In a 5-to-4 vote, the Supreme Court ruled that President Trump acted lawfully in imposing limits on travel from several predominantly Muslim countries."
6/27/18,Alexandria Ocasio-Cortez Defeats Joseph Crowley in Major Democratic House Upset,"Ms. Ocasio-Cortez, 28, a former organizer for Bernie Sanders, defeated Mr. Crowley in a district where he had not drawn an opponent for more than a decade."
6/27/18,How McKinsey Lost Its Way in South Africa,"When the godfather of management consulting landed its biggest contract ever in Africa, it made the worst mistake in its storied nine-decade history."
6/27/18,Supreme Court Backs Anti-Abortion Pregnancy Centers in Free Speech Case,The centers had argued that a California law violated their free speech rights by forcing them to convey messages at odds with their beliefs.
6/28/18,Supreme Court Justice Anthony Kennedy Will Retire,The announcement gives President Trump the opportunity to create a solid five-member conservative majority and fundamentally change the direction of the court.
6/28/18,Supreme Court Ruling Delivers a Sharp Blow to Labor Unions,"The court ruled that government workers cannot be required to pay for collective bargaining, which could cost public unions tens of millions of dollars."
6/28/18,"In Influence if Not in Title, This Has Been the Kennedy Court","Justice Anthony M. Kennedy occupied a place at the court’s ideological center for his entire tenure, with his vote often the crucial one in closely divided cases."
6/28/18,Anthony Kennedy’s Exit May Echo for Generations,"Despite President Trump’s rocky tenure, his opportunity to reshape the Supreme Court may allow him to go down in history as an unusually influential president."
6/29/18,Political War Over Replacing Kennedy on Supreme Court Is Underway,Democrats and liberal advocacy organizations face enormous challenges if they hope to prevent President Trump from installing a conservative justice.
6/29/18,5 People Dead in Shooting at Maryland’s Capital Gazette Newsroom,"The suspect, identified as Jarrod W. Ramos, 38, had a long history of conflict with the news group."
6/29/18,Inside the White House’s Quiet Campaign to Create a Supreme Court Opening,Its goal was to assure Justice Anthony M. Kennedy that his judicial legacy would be in good hands should he decide to step down at the end of the court’s term.
6/29/18,"In Meeting With Putin, Experts Fear Trump Will Give More Than He Gets","Foreign policy officials, including some in his own administration, fear a repeat of President Trump’s encounter with Kim Jong-un, the North Korean leader."
6/30/18,G.M. Says New Wave of Trump Tariffs Could Force U.S. Job Cuts,"The automaker said, in a filing with the Commerce Department, that new trade barriers “could lead to a smaller G.M.”"
6/30/18,Russians Offered Business Deals to Brexit’s Biggest Backer,"As Arron Banks spent millions on Brexit, meetings at the Russian Embassy opened opportunities in gold and diamonds. Critics see American parallels."
6/30/18,The Firebrand Leftist Far Ahead in Mexico’s Presidential Polls,"Outrage over corruption, inequality, violence and poverty is steering Mexicans toward Andrés Manuel López Obrador, the front-runner ahead of Sunday’s election."
6/30/18,‘Shaken’ Rosenstein Felt Used by White House in Comey Firing,"After the F.B.I. director James B. Comey was fired, the deputy attorney general, Rod J. Rosenstein, privately appeared conflicted about his involvement in the dismissal."
7/1/18,How Conservatives Weaponized the First Amendment,"Borrowing arguments that were once the province of liberals, conservatives have used the First Amendment to justify everything from campaign spending to attacks on the regulation of tobacco and guns."
7/1/18,"As Trump Consolidates Power, Democrats Confront a Rebellion in Their Ranks","The looming battle over the Supreme Court opening highlights the fissure between establishment Democrats and activists pressing a liberal, anti-Trump agenda."
7/1/18,What It Costs to Be Smuggled Across the U.S. Border,"Bribes and shakedowns. Days in hideaways without food. For many fleeing violence in Central America, this is what thousands of dollars gets them on the journey to the United States."
7/1/18,Fox News Once Gave Trump a Perch. Now It’s His Bullhorn.,"“Fox & Friends” and Sean Hannity rack up ratings victories while cheerleading for the president, whose approval numbers hit a high point in June."
7/2/18,Supreme Court Labor Decision Wasn’t Just a Loss for Unions,Progressive groups getting tens of millions of dollars a year find their funding at risk given the expected drop in public-sector unions’ revenue.
7/2/18,Bulwark Against an Abortion Ban? Medical Advances,Improved contraception and abortion pills mean the back-alley days are largely gone. But more restrictive abortion laws would especially affect poor and minority women.
7/2/18,"In Denmark, Harsh New Laws for Immigrant ‘Ghettos’","The Danes, who have struggled to integrate non-Western families, are getting tough: From age 1, immigrant children will receive mandatory instruction in “Danish culture.”"
7/2/18,"López Obrador, an Atypical Leftist, Wins Mexico Presidency in Landslide","Andrés Manuel López Obrador’s victory, fueled by a wave of voter anger, upended the political establishment, filling millions of Mexicans with hope — and the nation’s elites with trepidation."
7/3/18,"Trump Warns NATO Allies to Spend More on Defense, or Else","The letters, which went out last month, are the latest sign of acrimony between Mr. Trump and American allies as he heads to a NATO summit meeting next week in Brussels."
7/3/18,"Merkel, to Survive, Agrees to Border Camps for Migrants",The German chancellor has emerged from a spectacular two-week rebellion with her government intact but her authority further diminished.
7/3/18,Trump Interviews 4 Supreme Court Prospects in Rush to Name Replacement,Administration officials will focus on confirming a Supreme Court nominee to fill the seat of Justice Anthony M. Kennedy.
7/3/18,Soccer Team Is Found Alive in Thailand Cave Rescue,The boys and their coach had been trapped for more than a week by rising floodwaters. Evacuating them from the flooded cave complex will be a difficult operation.
7/4/18,Trump Officials Reverse Obama’s Policy on Affirmative Action in Schools,The Justice and Education Departments will encourage the nation’s schools and universities to adopt race-blind admissions policies.
7/4/18,Two Judges Exemplify the Choice Trump Faces in a Supreme Court Pick,The stark contrast between Judge Brett M. Kavanaugh and Judge Amy Coney Barrett reflects the division on the right between the conservative legal establishment and social conservatives.
7/4/18,"Poland Purges Supreme Court, and Protesters Take to Streets",Demonstrations erupted in dozens of cities across the country as the right-wing governing party consolidated its power and escalated a clash with the European Union.
7/4/18,Obamacare Is Proving Hard to Kill,"In spite of Republican attacks, the insurance markets under the Affordable Care Act are stubbornly resilient. While consumers can expect sharp price increases in some areas, premiums are going up modestly in others. "
7/5/18,How Trump’s Policy Decisions Undermine the Industries He Pledged to Help,"Farmers, carmakers and energy giants are feeling the unintended consequences of tariffs and regulatory upheaval. Now, industry is pushing back."
7/5/18,How Trump Went From ‘Fire and Fury’ to Dismissing North Korean Nuclear Advances,"As Secretary of State Mike Pompeo heads to Pyongyang this week, he must exceed the terms of the Iran deal — rejected as a “disaster” by his boss — in dismantling North Korea’s nuclear abilities."
7/5/18,"Wives and Children of ISIS: Warehoused in Syria, Unwanted Back Home","More than 2,000 women and children from Europe, the Mideast and the U.S. are being detained in sweltering camps — and no one knows what to do with them."
7/5/18,How Smart TVs in Millions of U.S. Homes Track More Than What’s On Tonight,"Samba TV, which has deals to put its software on sets made by about a dozen TV brands, uses viewing data to make personalized show recommendations. But that’s not the big draw for advertisers."
7/6/18,E.P.A. Chief Scott Pruitt Resigns Under a Cloud of Ethics Scandals,"Mr. Pruitt, a former Oklahoma attorney general, had been hailed by conservatives for his zealous deregulation, but could not overcome a spate of ethics questions."
7/6/18,Trump Administration in Chaotic Scramble to Reunify Migrant Families,"Officials are facing political and judicial pressure to reunite families separated at the border, with the authorities struggling to identify connections between family members."
7/6/18,Tariffs? Time for a Plan B: ‘Gobble Up Every Bit of Material That I Can’,"With trade disputes growing and new American tariffs on Chinese goods due Friday, some businesses have halted hiring, put off purchases or cut costs."
7/6/18,"Brett Kavanaugh, Supreme Court Front-Runner, Once Argued Broad Grounds for Impeachment","At a minimum, Judge Kavanaugh’s views about when to impeach a president are sure to come up in a confirmation hearing and would allow a light to be shined on Mr. Trump’s handling of the Russia investigation."
7/7/18,"Trump Starts a Trade War, but the Path to Success Remains Unclear","President Trump has said that trade wars are “easy to win,” but the question is whether he has a plan to achieve the results he wants."
7/7/18,Scott Pruitt’s Rocky Relationship With His Aides Set the Stage for His Fall,He built an extraordinary team of like-minded officials at the E.P.A. only to watch many of them question his actions or depart amid scandals.
7/7/18,"Thai Cave Rescue Will Be a Murky and Desperate Ordeal, Divers Say","Boulders, wild currents, tight passages and thinning air obstruct efforts to save 12 Thai boys and their coach in Thailand."
7/7/18,"Jim Jordan Is Defiant as Allegations Mount, and Supporters Point to ‘Deep State’","The Ohio congressman insists he didn’t know that wrestlers on a college team he coached were being abused, and backers say he is the victim of conspirators who are trying to bring down the president."
7/8/18,North Korea Criticizes ‘Gangster-Like’ U.S. Attitude After Talks With Mike Pompeo,North Korea’s Foreign Ministry accused the Trump administration of pushing a “gangster-like demand for denuclearization.” But Secretary of State Mike Pompeo called the talks “productive.”
7/8/18,‘It’s Almost Like a Ghost Town.’ Most Nursing Homes Overstated Staffing for Years,"Payroll records for more than 14,000 facilities show that the number of nurses and aides at work dips far below average some days and consistently sinks on weekends."
7/8/18,‘It’s a Terrible Vote’: Red-State Democrats Face an Agonizing Supreme Court Choice,"The Supreme Court votes by a handful of Senate Democrats from Republican states could have broad ramifications for their party, its leadership and its core voters."
7/8/18,"ISIS May Be Waning, but Global Threats of Terrorism Continue to Spread",The U.S. and its allies are still waging a shadow war against a wide range of terrorist threats despite the Islamic State’s defeat in Iraq and Syria.
7/9/18,"In Daring Underwater Cave Rescue, 4 of 13 Thai Are Freed","One by one, the first four members of a youth soccer team to be rescued emerged after a perilous, hourslong swim through tight passageways."
7/9/18,Opposition to Breast-Feeding Resolution by U.S. Stuns World Health Officials,Trade sanctions. Withdrawal of military aid. The Trump administration used both to try to block a measure that was considered uncontroversial and embraced by countries around the world.
7/9/18,"Trump ‘Very Close’ to Supreme Court Decision, but May Wait Till Final Hours","President Trump spent the weekend soliciting opinions from dozens of people about what he should do, but said that “you can’t go wrong” with any of his four finalists."
7/9/18,"Inside China’s Dystopian Dreams: A.I., Shame and Lots of Cameras",Beijing is putting billions of dollars behind facial recognition and other technologies to track and control its citizens.
7/10/18,Brett Kavanaugh Is Trump’s Pick for Supreme Court,"The nomination will set off a furious confirmation battle, as the retiring Justice Anthony M. Kennedy has held the decisive vote in many closely divided cases."
7/10/18,"A Conservative Court Push Decades in the Making, With Effects for Decades to Come",President Trump’s Supreme Court pick puts conservatives on the brink of a long-sought dream: a reliable right-leaning majority in the nation’s highest tribunal.
7/10/18,"Brett Kavanaugh, a Conservative Stalwart in Political Fights and on the Bench","Judge Kavanaugh, President Trump’s Supreme Court pick, has written countless decisions applauded by conservatives, who particularly welcome his hostility to administrative agencies."
7/10/18,"In Texas, a Decades-Old Hate Crime, Forgiven but Never Forgotten","The family of James Byrd Jr., a Texas man dragged to his death 20 years ago, is working to preserve the memory of a racially motivated killing that shocked the nation."
7/11/18,Senate Democrats Come Out Swinging in Long-Shot Fight to Block Kavanaugh,Democrats painted the Supreme Court nominee as an archconservative who would endanger abortion rights and health care and protect President Trump.
7/11/18,Showdown on a Trump Subpoena Could Overshadow Brett Kavanaugh’s Confirmation,Judge Brett M. Kavanaugh has questioned the wisdom of forcing sitting presidents to answer questions from prosecutors.
7/11/18,"As Migrant Families Are Reunited, Some Children Don’t Recognize Their Mothers",There were heartbreaking scenes at the court-ordered reunions of migrant families that had been separated for months. The government said hundreds of families wearing monitoring devices will be released into the United States.
7/11/18,"Stateless and Poor, Some Boys in Thai Cave Had Already Beaten Long Odds",Several of the boys stuck in a Thai cave already knew hardship as refugees from Myanmar. One multilingual boy acted as interpreter with rescuers.
7/12/18,"Trump Presses NATO on Military Spending, but Signs Its Criticism of Russia",The contrast reflected a growing disconnect between Mr. Trump and his more traditional foreign-policy advisers when it comes to America’s role on the world stage.
7/12/18,Trump vs. Merkel: Blistering Salvo Meets Quiet Rejoinder,"The president waged a harsh attack on Germany at the NATO meeting, saying it was “captive” of Russia. The chancellor, weakened at home, reacted mildly but pointedly."
7/12/18,"Battling Fake Accounts, Twitter to Slash Millions of Followers","Twitter will begin removing tens of millions of suspicious accounts from follower numbers, signaling a major new effort to fight fraud and restore trust on the platform."
7/12/18,"For Midterms, Supreme Court Political Drama Plays to Its Audience","The clash over Judge Brett M. Kavanaugh’s nomination will leave Democratic senators on the defensive, but it could energize the left in House races."
7/13/18,"As May’s Government Teeters Over Brexit, Trump Gives It a Shove","President Trump, fresh from a confrontational NATO trip, visited Britain, where he criticized Prime Minister Theresa May in a published interview."
7/13/18,F.B.I. Agent Defends Actions in Russia Inquiry in Contentious House Testimony,"Peter Strzok, the F.B.I. agent who led the investigations of Russian interference and the Clinton emails, was hauled before the House but came out swinging."
7/13/18,AT&T-Time Warner Deal Approval Gets Justice Department Challenge,"A federal judge approved the deal a month ago, saying the federal agency did not sufficiently prove that the merger would harm competition and consumers."
7/13/18,Trump’s Trade War With China Pierces the Heart of Michigan,"Perhaps no state has more to lose from the administration’s crackdown on China than Michigan, where China’s ties to the auto industry run deep."
7/14/18,12 Russian Agents Indicted in Mueller Investigation,The intelligence officers were charged with hacking Democrats during the 2016 campaign. The indictment was announced days before President Trump is to meet with President Vladimir V. Putin of Russia.
7/14/18,Trump Brings His Own Style to a Day of Damage Control in Britain,"The president called the U.S.-British relationship the “highest level of special,” and he dismissed an explosive interview he gave to a British tabloid as “fake news.”"
7/14/18,"Paychecks Lag as Profits Soar, and Prices Erode Wage Gains",Fears of an overheated economy could prompt the Federal Reserve to cut short a recovery in which incomes have already struggled to gain traction.
7/14/18,Trump Invited the Russians to Hack Clinton. Were They Listening?,"The same day that Donald J. Trump asked Russians for help in hacking Hillary Clinton’s emails, Russia began efforts to target her personal servers."
7/15/18,Trump Opens His Arms to Russia. His Administration Closes Its Fist.,"Whether it is Russia’s interference in the election, its annexation of Crimea, or its intervention in Syria, Mr. Trump’s statements either undercut, or flatly contradict, those of his lieutenants."
7/15/18,"Cleaning Toilets, Following Rules: A Migrant Child’s Days in Detention",A portrait of life in the shelters for the children detained after crossing the U.S.-Mexico border.
7/15/18,"Influential Judge, Loyal Friend, Conservative Warrior — and D.C. Insider","The carefully crafted narrative around Brett Kavanaugh, President Trump’s Supreme Court nominee, plays down his legacy as a charter member of elite Washington."
